city,microdistrict,floor,total_floors,area,rooms,price
Almaty,Aksay-4,2,9,59,2,29761539
Almaty,Samal-1,1,16,87,3,53436668
Almaty,Koktem-1,2,16,75,3,38382188
Almaty,Esentai,3,9,61,2,40839802
Almaty,Esentai,5,5,108,4,8652747
Almaty,Orbita-1,7,12,100,4,65765912
Almaty,Samal-2,4,5,119,4,76467833
Almaty,Samal-1,4,21,93,3,69139283
Almaty,Medeu,10,16,87,3,46730668
Almaty,Koktem-1,4,9,128,4,73248667
Almaty,Aksay-1,8,21,85,3,43281147
Almaty,Koktem-1,1,9,88,3,43419699
Almaty,Aksay-1,17,21,78,3,37907567
Almaty,Samal-1,5,5,72,3,53034734
Almaty,Orbita-1,3,16,52,2,24759995
Almaty,Samal-1,10,16,58,2,36206943
Almaty,Aksay-1,6,12,117,4,56315299
Almaty,Samal-1,9,12,116,4,81096209
Almaty,Esentai,19,21,55,2,43524969
Almaty,Koktem-1,8,21,49,2,27860712
Almaty,Samal-2,4,5,85,3,61360751
Almaty,Medeu,1,5,58,2,28197020
Almaty,Medeu,5,21,46,2,23752124
Almaty,Medeu,3,5,98,3,47745940
Almaty,Samal-2,10,12,70,3,42902811
Almaty,Aksay-4,3,9,52,2,22455231
Almaty,Samal-2,6,16,54,2,45615647
Almaty,Samal-1,12,21,117,4,86820091
Almaty,Aksay-1,7,9,93,3,44522069
Almaty,Samal-1,6,21,60,2,40506114
Almaty,Esentai,4,9,52,2,38739445
Almaty,Samal-1,2,5,80,3,58129734
Almaty,Orbita-1,13,16,77,3,39440381
Almaty,Koktem-1,10,21,58,2,30784103
Almaty,Medeu,8,21,100,4,44890129
Almaty,Koktem-1,5,16,92,3,54700181
Almaty,Samal-1,11,12,78,3,57338552
Almaty,Medeu,3,5,136,4,64985808
Almaty,Koktem-1,1,5,44,1,23846009
Almaty,Medeu,5,21,101,4,54754695
Almaty,Aksay-1,16,16,88,3,39561878
Almaty,Medeu,7,16,83,3,37075966
Almaty,Orbita-1,5,5,68,2,29695422
Almaty,Orbita-1,16,16,110,4,63303256
Almaty,Medeu,5,5,46,2,23724435
Almaty,Aksay-1,21,21,77,3,36144689
Almaty,Esentai,12,21,101,4,57912157
Almaty,Samal-2,15,16,88,3,65902388
Almaty,Esentai,6,12,127,4,87818050
Almaty,Orbita-1,4,16,53,2,29029517
Almaty,Aksay-4,3,16,107,4,57139231
Almaty,Aksay-1,9,9,73,3,30957661
Almaty,Orbita-1,5,12,64,2,37064760
Almaty,Medeu,1,5,87,3,46800886
Almaty,Koktem-1,1,9,109,4,51200271
Almaty,Samal-2,12,12,76,3,57469023
Almaty,Aksay-1,2,21,66,2,33674483
Almaty,Esentai,3,5,90,3,48863634
Almaty,Aksay-4,4,9,90,3,42323971
Almaty,Koktem-1,5,9,163,6,89095613
Almaty,Medeu,9,21,91,3,47543945
Almaty,Aksay-1,3,9,89,3,33981688
Almaty,Medeu,4,9,228,6,106376230
Almaty,Orbita-1,1,12,87,3,48701926
Almaty,Aksay-4,5,5,38,1,16529633
Almaty,Koktem-1,7,21,92,3,45305532
Almaty,Esentai,5,12,144,6,113796643
Almaty,Koktem-1,3,5,228,6,138900525
Almaty,Samal-2,13,16,121,4,73158948
Almaty,Aksay-1,5,5,44,1,22878215
Almaty,Aksay-1,16,16,110,4,52901028
Almaty,Orbita-1,11,12,108,4,53450418
Almaty,Medeu,8,12,131,4,72018348
Almaty,Medeu,11,21,117,4,56194188
Almaty,Esentai,15,16,167,5,113998372
Almaty,Esentai,16,21,69,2,44026088
Almaty,Aksay-1,14,21,68,2,37702432
Almaty,Aksay-1,6,9,144,5,67693944
Almaty,Medeu,7,9,55,2,26018922
Almaty,Esentai,2,5,64,2,42136353
Almaty,Orbita-1,3,12,75,3,34751723
Almaty,Samal-1,8,9,99,3,68000250
Almaty,Aksay-1,6,12,60,2,21279035
Almaty,Samal-2,3,5,68,2,49353246
Almaty,Samal-2,14,21,65,2,50757936
Almaty,Orbita-1,11,21,46,2,22755491
Almaty,Aksay-4,5,5,87,3,3585338
Almaty,Orbita-1,11,12,67,2,36958563
Almaty,Aksay-1,4,9,73,3,32654059
Almaty,Medeu,8,12,140,6,68912042
Almaty,Aksay-4,11,16,44,1,20598858
Almaty,Orbita-1,3,5,47,2,25611338
Almaty,Aksay-1,7,9,141,6,59733466
Almaty,Koktem-1,8,12,68,2,35642720
Almaty,Samal-2,11,16,196,5,126867074
Almaty,Samal-2,4,16,84,3,66180551
Almaty,Aksay-1,9,12,66,2,26485774
Almaty,Medeu,4,16,42,1,22642257
Almaty,Medeu,3,12,41,1,19084933
Almaty,Aksay-4,16,16,47,2,22971801
Almaty,Samal-1,10,12,39,1,26556095
Almaty,Koktem-1,9,9,95,3,49841708
Almaty,Orbita-1,7,9,77,3,42139226
Almaty,Aksay-4,8,12,101,4,53091184
Almaty,Aksay-1,3,5,87,3,53059054
Almaty,Medeu,9,9,78,3,41773650
Almaty,Esentai,16,21,87,3,68758425
Almaty,Esentai,5,9,39,1,25985133
Almaty,Aksay-1,20,21,95,3,4783196
Almaty,Aksay-4,4,9,161,5,75562445
Almaty,Orbita-1,13,16,57,2,34132664
Almaty,Samal-2,8,12,53,2,40281310
Almaty,Aksay-4,11,12,71,3,32794426
Almaty,Koktem-1,2,5,70,3,42464816
Almaty,Medeu,1,5,128,4,71065914
Almaty,Orbita-1,15,16,152,6,92438616
Almaty,Samal-2,15,21,49,2,32148601
Almaty,Koktem-1,3,9,157,6,101113974
Almaty,Aksay-1,13,21,85,3,36159271
Almaty,Esentai,8,9,55,2,38403729
Almaty,Koktem-1,19,21,69,2,29347942
Almaty,Medeu,3,16,147,5,78248711
Almaty,Aksay-4,1,16,87,3,41227495
Almaty,Aksay-4,4,12,44,1,20445327
Almaty,Esentai,2,9,110,4,71366972
Almaty,Samal-1,3,9,92,3,72091029
Almaty,Samal-1,8,16,185,5,135130804
Almaty,Aksay-1,9,12,75,3,31122647
Almaty,Medeu,2,12,105,4,50521602
Almaty,Samal-1,4,12,59,2,40565899
Almaty,Esentai,16,16,53,2,37430049
Almaty,Samal-2,3,16,52,2,35550804
Almaty,Aksay-1,14,21,104,4,43563932
Almaty,Samal-1,6,12,221,5,134066719
Almaty,Esentai,8,16,138,4,95416680
Almaty,Orbita-1,7,12,151,6,80298371
Almaty,Aksay-4,12,21,144,5,57071590
Almaty,Esentai,12,16,102,4,75998279
Almaty,Samal-1,4,9,62,2,41356914
Almaty,Koktem-1,6,9,78,3,38647443
Almaty,Aksay-1,5,9,104,4,41863266
Almaty,Esentai,7,16,105,4,68646038
Almaty,Medeu,9,9,66,2,29443445
Almaty,Aksay-1,2,5,245,6,124637480
Almaty,Koktem-1,16,21,32,1,16882591
Almaty,Samal-2,4,9,69,2,47765082
Almaty,Orbita-1,2,5,61,2,31508061
Almaty,Medeu,16,16,189,5,102334980
Almaty,Medeu,4,9,55,2,25749467
Almaty,Aksay-1,3,12,250,5,126191510
Almaty,Aksay-1,2,5,36,1,19037802
Almaty,Aksay-1,7,9,44,1,26403821
Almaty,Aksay-1,4,16,200,6,101095715
Almaty,Aksay-4,7,16,114,4,56958729
Almaty,Samal-1,1,21,49,2,33447367
Almaty,Samal-1,7,12,70,3,49791833
Almaty,Aksay-1,11,16,86,3,43673632
Almaty,Samal-1,5,5,96,3,64863953
Almaty,Samal-2,8,21,61,2,42992828
Almaty,Samal-1,16,16,87,3,60469830
Almaty,Samal-2,4,5,102,4,65375912
Almaty,Esentai,7,21,84,3,62589564
Almaty,Samal-1,14,16,152,6,103328875
Almaty,Aksay-4,3,9,91,3,42717593
Almaty,Samal-1,3,16,98,3,6218698
Almaty,Aksay-4,8,21,84,3,38939326
Almaty,Aksay-1,14,16,138,4,56367697
Almaty,Samal-2,3,9,52,2,39151338
Almaty,Medeu,4,12,155,5,71898453
Almaty,Aksay-4,6,9,86,3,38085227
Almaty,Orbita-1,2,16,70,3,31624123
Almaty,Aksay-1,2,16,57,2,24161118
Almaty,Samal-1,12,16,62,2,45801199
Almaty,Medeu,1,5,57,2,26045115
Almaty,Samal-1,2,5,51,2,29779011
Almaty,Koktem-1,12,16,98,3,54043033
Almaty,Medeu,10,12,56,2,27630389
Almaty,Aksay-1,5,9,169,6,89755442
Almaty,Orbita-1,3,12,120,4,78508277
Almaty,Medeu,5,9,53,2,28732087
Almaty,Aksay-1,9,9,93,3,48510440
Almaty,Koktem-1,6,9,87,3,43507241
Almaty,Samal-2,19,21,68,2,53586826
Almaty,Aksay-4,17,21,74,3,33187498
Almaty,Samal-1,3,9,110,4,85005802
Almaty,Samal-2,2,5,38,1,24379569
Almaty,Aksay-4,4,5,62,2,31965470
Almaty,Koktem-1,1,5,178,6,101504337
Almaty,Aksay-1,2,5,123,4,65934982
Almaty,Orbita-1,2,16,44,1,25253805
Almaty,Samal-2,8,9,144,6,103140101
Almaty,Esentai,4,5,184,6,131083978
Almaty,Aksay-4,14,16,96,3,40873896
Almaty,Medeu,8,16,66,2,3179323
Almaty,Aksay-1,4,16,91,3,47650616
Almaty,Esentai,5,21,63,2,43907611
Almaty,Aksay-1,7,9,135,4,52146308
Almaty,Samal-1,4,5,93,3,66169758
Almaty,Samal-1,19,21,48,2,36522596
Almaty,Medeu,2,9,58,2,23260030
Almaty,Medeu,10,12,67,2,35282275
Almaty,Orbita-1,1,21,111,4,51996090
Almaty,Koktem-1,9,16,75,3,43133287
Almaty,Orbita-1,3,9,193,6,105772260
Almaty,Medeu,13,16,103,4,47788775
Almaty,Koktem-1,1,5,207,5,104191241
Almaty,Samal-1,3,21,74,3,46657813
Almaty,Samal-2,2,21,150,6,106379125
Almaty,Samal-2,5,5,61,2,45310474
Almaty,Koktem-1,13,21,113,4,66337066
Almaty,Esentai,5,5,57,2,37587072
Almaty,Samal-2,4,12,58,2,38498856
Almaty,Medeu,2,5,93,3,48427437
Almaty,Medeu,5,5,64,2,34776977
Almaty,Medeu,19,21,90,3,39981949
Almaty,Aksay-1,5,16,91,3,37065518
Almaty,Samal-2,3,12,89,3,62063613
Almaty,Aksay-1,8,9,114,4,57703708
Almaty,Samal-1,7,12,95,3,73340523
Almaty,Koktem-1,7,9,48,2,28266714
Almaty,Samal-2,6,9,142,6,101375944
Almaty,Koktem-1,9,12,142,5,75377306
Almaty,Aksay-1,8,16,66,2,37465128
Almaty,Aksay-4,2,9,96,3,47268969
Almaty,Koktem-1,1,5,111,4,63854933
Almaty,Orbita-1,7,9,71,3,41439618
Almaty,Medeu,14,21,74,3,37239644
Almaty,Aksay-1,1,12,59,2,23322344
Almaty,Orbita-1,4,5,47,2,27988477
Almaty,Koktem-1,9,9,45,2,27224205
Almaty,Medeu,4,21,115,4,54342522
Almaty,Samal-2,12,12,298,6,224720936
Almaty,Koktem-1,4,5,199,6,104731898
Almaty,Orbita-1,5,21,63,2,30707650
Almaty,Samal-1,2,21,51,2,35302165
Almaty,Koktem-1,21,21,50,2,26777486
Almaty,Aksay-4,1,5,81,3,37854978
Almaty,Esentai,5,12,65,2,46796893
Almaty,Medeu,4,5,82,3,43290650
Almaty,Medeu,2,5,97,3,48329782
Almaty,Aksay-4,11,21,72,3,38023882
Almaty,Orbita-1,11,12,64,2,41127290
Almaty,Orbita-1,9,12,96,3,51400848
Almaty,Samal-2,5,12,45,2,34617344
Almaty,Esentai,3,5,113,4,86601027
Almaty,Samal-1,3,9,54,2,36563030
Almaty,Koktem-1,17,21,92,3,54365029
Almaty,Esentai,8,12,103,4,69127272
Almaty,Medeu,4,5,63,2,28693697
Almaty,Orbita-1,5,21,91,3,54830477
Almaty,Koktem-1,2,9,166,6,103461247
Almaty,Esentai,9,16,126,4,85108010
Almaty,Orbita-1,3,5,172,5,91656691
Almaty,Samal-2,8,21,64,2,39811881
Almaty,Medeu,11,21,114,4,55019107
Almaty,Orbita-1,6,16,55,2,28466734
Almaty,Aksay-1,7,21,183,6,88935537
Almaty,Aksay-1,3,9,90,3,44932835
Almaty,Esentai,5,5,75,3,46237996
Almaty,Samal-1,4,9,88,3,63764817
Almaty,Samal-2,9,12,114,4,86587252
Almaty,Samal-2,8,9,146,6,97633261
Almaty,Samal-1,14,21,80,3,56725844
Almaty,Orbita-1,4,16,146,5,79883452
Almaty,Aksay-4,1,12,71,3,37429421
Almaty,Samal-2,1,16,142,5,98097789
Almaty,Aksay-1,1,5,53,2,25070627
Almaty,Esentai,20,21,49,2,38046776
Almaty,Aksay-4,1,5,60,2,34560275
Almaty,Aksay-1,5,16,78,3,34477479
Almaty,Orbita-1,5,5,112,4,67566107
Almaty,Medeu,3,5,68,2,34671665
Almaty,Samal-1,5,12,109,4,68306020
Almaty,Esentai,15,16,177,6,120442022
Almaty,Aksay-4,2,5,129,4,72252459
Almaty,Aksay-1,10,12,89,3,47104582
Almaty,Samal-2,4,5,51,2,29341650
Almaty,Samal-2,8,9,73,3,45413034
Almaty,Orbita-1,5,5,131,4,78347825
Almaty,Esentai,7,12,51,2,35787221
Almaty,Medeu,4,12,61,2,30398648
Almaty,Aksay-4,5,5,60,2,30994943
Almaty,Aksay-1,1,9,60,2,31221156
Almaty,Koktem-1,10,21,41,1,24878693
Almaty,Esentai,6,9,129,4,101484570
Almaty,Medeu,4,9,74,3,36814758
Almaty,Esentai,4,16,68,2,52441256
Almaty,Aksay-4,5,16,136,4,63937808
Almaty,Medeu,4,9,54,2,23407096
Almaty,Orbita-1,5,5,66,2,32233220
Almaty,Koktem-1,4,5,109,4,63975184
Almaty,Medeu,1,5,129,4,45819152
Almaty,Aksay-4,5,5,155,6,74249380
Almaty,Samal-1,5,9,110,4,70668253
Almaty,Esentai,8,9,71,3,48931713
Almaty,Esentai,4,9,94,3,59765886
Almaty,Koktem-1,6,16,67,2,38669158
Almaty,Aksay-1,1,5,53,2,25759143
Almaty,Koktem-1,10,16,69,2,38619610
Almaty,Esentai,3,9,68,2,48687359
Almaty,Samal-1,19,21,129,4,90930010
Almaty,Samal-1,2,12,90,3,64878278
Almaty,Medeu,1,12,71,3,34415052
Almaty,Samal-2,5,9,272,5,178132899
Almaty,Samal-1,11,21,62,2,41093953
Almaty,Medeu,19,21,76,3,38637227
Almaty,Koktem-1,4,5,43,1,26535687
Almaty,Medeu,4,5,78,3,35234954
Almaty,Medeu,3,9,76,3,37563751
Almaty,Koktem-1,17,21,99,3,53932470
Almaty,Medeu,10,12,80,3,46225229
Almaty,Koktem-1,9,12,128,4,70276362
Almaty,Esentai,1,5,76,3,56406402
Almaty,Aksay-1,16,21,84,3,37741637
Almaty,Samal-1,1,5,175,5,108910094
Almaty,Aksay-4,11,16,40,1,22903411
Almaty,Orbita-1,1,5,144,5,87288945
Almaty,Samal-1,11,12,184,6,139164398
Almaty,Aksay-4,6,12,86,3,41134344
Almaty,Orbita-1,1,5,78,3,43833921
Almaty,Samal-1,1,16,40,1,26140978
Almaty,Aksay-1,4,21,154,6,78591775
Almaty,Aksay-1,16,16,47,2,25851026
Almaty,Aksay-1,5,9,68,2,42292678
Almaty,Samal-1,3,12,40,1,25456161
Almaty,Aksay-4,2,5,120,4,58837043
Almaty,Samal-1,5,5,170,6,126043992
Almaty,Aksay-4,7,21,47,2,26652083
Almaty,Aksay-4,9,9,83,3,47886922
Almaty,Aksay-4,7,9,146,5,68547112
Almaty,Medeu,15,21,250,6,138716252
Almaty,Medeu,18,21,58,2,32234226
Almaty,Medeu,14,16,131,4,62085248
Almaty,Aksay-1,1,12,144,5,67991192
Almaty,Orbita-1,4,12,58,2,29672059
Almaty,Orbita-1,2,5,93,3,48797817
Almaty,Medeu,3,9,179,5,97715810
Almaty,Medeu,11,12,108,4,47363303
Almaty,Medeu,7,21,124,4,54376792
Almaty,Esentai,6,9,83,3,57182998
Almaty,Aksay-4,1,5,82,3,40791716
Almaty,Aksay-1,6,12,53,2,26446490
Almaty,Esentai,2,21,66,2,47796792
Almaty,Samal-2,1,5,99,3,72718969
Almaty,Orbita-1,5,5,142,6,74598671
Almaty,Esentai,11,12,90,3,60242450
Almaty,Koktem-1,15,16,53,2,27824308
Almaty,Koktem-1,3,12,81,3,45483693
Almaty,Samal-2,2,16,76,3,53553480
Almaty,Aksay-1,15,16,44,1,22411635
Almaty,Esentai,9,12,83,3,54579021
Almaty,Samal-1,2,5,51,2,36833736
Almaty,Aksay-4,5,12,84,3,36490287
Almaty,Samal-2,2,9,161,5,12864424
Almaty,Aksay-4,6,12,39,1,16396578
Almaty,Koktem-1,16,16,39,1,19568161
Almaty,Koktem-1,4,5,55,2,28831639
Almaty,Samal-1,14,16,60,2,38615812
Almaty,Koktem-1,4,9,46,2,2474470
Almaty,Aksay-4,1,9,114,4,63394563
Almaty,Koktem-1,8,9,49,2,27003762
Almaty,Aksay-4,21,21,46,2,24896737
Almaty,Aksay-1,10,12,103,4,53199834
Almaty,Esentai,13,21,58,2,38025218
Almaty,Esentai,4,9,106,4,73866222
Almaty,Aksay-4,7,16,73,3,35584459
Almaty,Aksay-4,4,5,70,3,35915680
Almaty,Orbita-1,6,21,148,6,84295898
Almaty,Samal-2,3,5,100,4,66571948
Almaty,Koktem-1,7,21,81,3,39154890
Almaty,Orbita-1,5,12,126,4,69244113
Almaty,Esentai,19,21,38,1,25568681
Almaty,Aksay-4,16,16,48,2,27230648
Almaty,Aksay-1,4,12,52,2,29682670
Almaty,Aksay-4,15,21,143,6,66702243
Almaty,Aksay-4,2,5,47,2,26443013
Almaty,Koktem-1,1,21,70,3,32197289
Almaty,Medeu,4,9,49,2,21327057
Almaty,Aksay-4,4,12,109,4,57059166
Almaty,Aksay-1,3,5,93,3,41514102
Almaty,Esentai,3,5,58,2,45374468
Almaty,Esentai,4,5,151,6,109410413
Almaty,Aksay-1,1,5,159,6,70709647
Almaty,Esentai,1,9,112,4,7024258
Almaty,Aksay-4,1,12,99,3,60315883
Almaty,Aksay-1,2,12,146,5,75467571
Almaty,Orbita-1,5,9,159,6,93570076
Almaty,Orbita-1,16,21,108,4,61544052
Almaty,Aksay-4,9,9,52,2,21635320
Almaty,Koktem-1,1,16,107,4,59853332
Almaty,Aksay-4,16,21,89,3,49559911
Almaty,Esentai,5,12,168,6,121092943
Almaty,Esentai,16,16,72,3,53651009
Almaty,Medeu,14,16,40,1,20156858
Almaty,Esentai,5,12,57,2,38258557
Almaty,Aksay-1,2,12,102,4,41463936
Almaty,Samal-2,13,16,78,3,55224071
Almaty,Orbita-1,12,21,66,2,31584614
Almaty,Koktem-1,6,21,69,2,32407309
Almaty,Samal-1,3,9,213,6,155556426
Almaty,Aksay-1,20,21,93,3,46899701
Almaty,Samal-1,2,16,185,6,136169221
Almaty,Esentai,11,21,95,3,66394174
Almaty,Koktem-1,3,5,84,3,51284833
Almaty,Esentai,5,9,57,2,41830474
Almaty,Orbita-1,2,12,40,1,20795427
Almaty,Samal-2,5,16,74,3,50552403
Almaty,Koktem-1,2,9,66,2,37885070
Almaty,Samal-2,3,12,160,6,119132169
Almaty,Koktem-1,5,9,56,2,33610333
Almaty,Orbita-1,9,16,106,4,51200706
Almaty,Esentai,15,16,49,2,33428298
Almaty,Aksay-1,9,12,45,2,27414518
Almaty,Medeu,8,9,118,4,67753023
Almaty,Aksay-1,11,12,107,4,55172682
Almaty,Medeu,8,9,175,6,79600421
Almaty,Samal-1,10,12,71,3,51909986
Almaty,Medeu,7,12,65,2,33459208
Almaty,Medeu,2,9,62,2,32804282
Almaty,Samal-2,2,12,63,2,47022696
Almaty,Koktem-1,1,12,81,3,40607540
Almaty,Samal-2,5,16,238,6,187302399
Almaty,Esentai,3,9,83,3,56222928
Almaty,Esentai,19,21,142,5,78476980
Almaty,Orbita-1,5,16,78,3,39640106
Almaty,Esentai,7,9,84,3,57422842
Almaty,Orbita-1,11,12,120,4,56766664
Almaty,Orbita-1,2,5,37,1,18247705
Almaty,Aksay-4,1,21,69,2,36865001
Almaty,Aksay-1,10,12,39,1,16156448
Almaty,Aksay-1,5,5,160,5,76126608
Almaty,Samal-2,2,21,86,3,60732144
Almaty,Koktem-1,6,12,60,2,30928376
Almaty,Samal-1,7,12,87,3,62957909
Almaty,Koktem-1,2,5,43,1,26369780
Almaty,Samal-1,10,12,128,4,91111028
Almaty,Samal-1,3,5,63,2,38800263
Almaty,Medeu,7,16,148,5,72340039
Almaty,Samal-2,7,12,72,3,56975929
Almaty,Koktem-1,3,9,74,3,30598564
Almaty,Aksay-4,18,21,40,1,23518009
Almaty,Orbita-1,2,12,85,3,45419649
Almaty,Aksay-4,1,16,143,5,69657269
Almaty,Esentai,8,9,120,4,77408070
Almaty,Aksay-1,1,5,90,3,51586848
Almaty,Esentai,12,16,86,3,51514312
Almaty,Aksay-1,7,21,74,3,38264489
Almaty,Samal-2,4,16,218,6,143310751
Almaty,Esentai,4,9,50,2,35566356
Almaty,Esentai,7,9,56,2,40114547
Almaty,Aksay-4,10,12,76,3,31081899
Almaty,Samal-1,4,5,203,6,158283590
Almaty,Orbita-1,2,5,137,4,76213526
Almaty,Aksay-1,2,16,146,6,91891735
Almaty,Orbita-1,3,9,73,3,45171329
Almaty,Samal-2,10,16,136,4,97958199
Almaty,Samal-2,1,9,54,2,37221794
Almaty,Samal-2,3,21,140,5,95880729
Almaty,Medeu,9,21,86,3,41230579
Almaty,Koktem-1,7,12,112,4,64143425
Almaty,Esentai,9,9,83,3,57376429
Almaty,Orbita-1,1,5,151,6,84375427
Almaty,Aksay-4,16,21,79,3,42604671
Almaty,Samal-2,4,9,60,2,40628958
Almaty,Aksay-1,1,12,98,3,46802140
Almaty,Orbita-1,20,21,72,3,42374887
Almaty,Samal-1,16,16,73,3,53356755
Almaty,Samal-1,2,9,119,4,79965333
Almaty,Samal-2,3,21,87,3,59439570
Almaty,Esentai,4,5,125,4,78262068
Almaty,Esentai,9,12,177,5,129772841
Almaty,Koktem-1,2,9,125,4,72295111
Almaty,Medeu,11,21,75,3,34205052
Almaty,Esentai,8,16,75,3,51477286
Almaty,Esentai,6,12,42,1,28952946
Almaty,Medeu,2,5,49,2,20997175
Almaty,Aksay-1,20,21,79,3,40845583
Almaty,Esentai,2,12,150,6,99056884
Almaty,Aksay-4,2,5,78,3,36206062
Almaty,Samal-1,2,5,164,6,120230910
Almaty,Esentai,1,5,111,4,78930827
Almaty,Samal-1,4,9,83,3,65510184
Almaty,Esentai,12,21,151,6,117772861
Almaty,Samal-1,8,9,79,3,56563862
Almaty,Orbita-1,8,9,111,4,61685660
Almaty,Aksay-4,6,9,151,5,75148950
Almaty,Aksay-4,13,16,55,2,28046370
Almaty,Aksay-4,2,12,53,2,27755019
Almaty,Koktem-1,4,16,112,4,61531525
Almaty,Samal-2,3,12,71,3,50134842
Almaty,Medeu,16,16,96,3,51786644
Almaty,Aksay-1,5,5,51,2,28483696
Almaty,Orbita-1,13,21,71,3,39559164
Almaty,Orbita-1,3,16,75,3,44865326
Almaty,Medeu,6,16,84,3,41255893
Almaty,Samal-2,15,21,65,2,41443120
Almaty,Orbita-1,11,21,84,3,40834766
Almaty,Esentai,5,9,111,4,80297124
Almaty,Samal-1,3,5,96,3,69483609
Almaty,Medeu,7,9,100,4,51808809
Almaty,Aksay-4,1,9,63,2,31184912
Almaty,Samal-1,2,5,86,3,60953733
Almaty,Esentai,5,5,97,3,68723746
Almaty,Samal-1,4,5,69,2,53018428
Almaty,Orbita-1,4,16,49,2,30524269
Almaty,Orbita-1,12,16,125,4,66046015
Almaty,Samal-1,8,9,136,4,98612593
Almaty,Orbita-1,3,5,69,2,41736323
Almaty,Orbita-1,1,9,68,2,38427310
Almaty,Samal-1,12,21,148,6,109040786
Almaty,Koktem-1,12,16,80,3,44620146
Almaty,Esentai,2,12,73,3,49461866
Almaty,Samal-1,2,5,54,2,41227018
Almaty,Orbita-1,10,16,93,3,45835156
Almaty,Aksay-4,10,12,98,3,49725638
Almaty,Koktem-1,1,5,63,2,30482267
Almaty,Samal-2,1,9,58,2,41612135
Almaty,Aksay-4,20,21,67,2,31014604
Almaty,Aksay-1,12,21,34,1,16761697
Almaty,Orbita-1,1,12,44,1,24940767
Almaty,Koktem-1,1,5,135,4,75450351
Almaty,Aksay-4,3,5,65,2,35458317
Almaty,Samal-1,14,16,109,4,75539206
Almaty,Medeu,14,21,73,3,36381444
Almaty,Medeu,2,5,51,2,21109709
Almaty,Aksay-4,4,21,66,2,35177009
Almaty,Esentai,2,16,55,2,38839705
Almaty,Aksay-1,1,5,95,3,42976497
Almaty,Samal-2,3,12,101,4,73100924
Almaty,Aksay-1,4,16,147,5,70296010
Almaty,Koktem-1,8,9,110,4,55906714
Almaty,Aksay-1,10,21,74,3,38752957
Almaty,Samal-1,16,21,65,2,46294455
Almaty,Aksay-1,4,12,109,4,43195169
Almaty,Koktem-1,3,5,87,3,42268983
Almaty,Aksay-1,1,5,111,4,54766917
Almaty,Koktem-1,15,21,112,4,76173887
Almaty,Orbita-1,1,16,49,2,23894133
Almaty,Aksay-4,1,5,76,3,43295127
Almaty,Samal-2,6,9,56,2,43217257
Almaty,Orbita-1,7,21,171,6,96531729
Almaty,Samal-1,2,9,56,2,39962586
Almaty,Samal-2,2,5,53,2,28681734
Almaty,Koktem-1,4,5,84,3,48567909
Almaty,Esentai,1,12,125,4,81787204
Almaty,Samal-2,5,12,131,4,86034186
Almaty,Samal-2,13,21,87,3,5831903
Almaty,Aksay-1,5,12,167,6,80311229
Almaty,Aksay-4,4,9,145,6,53994083
Almaty,Aksay-1,13,21,96,3,51313136
Almaty,Medeu,8,9,48,2,23097639
Almaty,Medeu,12,12,66,2,29254531
Almaty,Medeu,8,9,60,2,31199989
Almaty,Samal-2,2,5,48,2,35791200
Almaty,Esentai,4,12,91,3,69515200
Almaty,Medeu,12,16,163,5,76338827
Almaty,Aksay-1,1,9,131,4,62411185
Almaty,Orbita-1,5,12,86,3,48492720
Almaty,Esentai,8,16,55,2,36638219
Almaty,Koktem-1,3,16,48,2,24799100
Almaty,Aksay-1,7,16,261,5,126511781
Almaty,Samal-2,20,21,63,2,41791147
Almaty,Koktem-1,4,12,72,3,38381421
Almaty,Medeu,1,5,70,3,30220339
Almaty,Esentai,1,9,62,2,42813510
Almaty,Aksay-1,1,21,94,3,49354311
Almaty,Aksay-1,16,16,75,3,41557921
Almaty,Koktem-1,3,5,74,3,42844642
Almaty,Koktem-1,1,21,53,2,33562918
Almaty,Medeu,1,12,109,4,55418112
Almaty,Aksay-4,9,9,123,4,48682705
Almaty,Aksay-4,2,16,67,2,30934536
Almaty,Orbita-1,2,5,206,5,120190085
Almaty,Esentai,5,12,77,3,60263083
Almaty,Orbita-1,2,16,111,4,67746273
Almaty,Esentai,7,9,84,3,58698674
Almaty,Samal-2,2,16,102,4,71204867
Almaty,Orbita-1,19,21,82,3,43230095
Almaty,Samal-2,5,9,127,4,92158092
Almaty,Orbita-1,12,12,99,3,50090237
Almaty,Aksay-1,4,12,113,4,55018380
Almaty,Esentai,16,16,81,3,48307214
Almaty,Aksay-4,21,21,105,4,58093479
Almaty,Aksay-4,8,12,172,6,101857528
Almaty,Medeu,6,12,119,4,53023953
Almaty,Aksay-4,1,5,66,2,32981758
Almaty,Koktem-1,4,16,96,3,58962320
Almaty,Aksay-1,1,5,60,2,29171966
Almaty,Samal-2,3,5,67,2,42038801
Almaty,Koktem-1,3,5,73,3,42947317
Almaty,Aksay-4,3,5,218,6,118690504
Almaty,Aksay-4,2,9,89,3,57485872
Almaty,Koktem-1,13,16,118,4,65911317
Almaty,Medeu,5,5,92,3,37526656
Almaty,Aksay-1,1,5,130,4,55155272
Almaty,Samal-1,12,21,71,3,50459021
Almaty,Medeu,5,5,70,3,34708062
Almaty,Aksay-1,2,5,111,4,51006027
Almaty,Esentai,4,21,78,3,54542694
Almaty,Koktem-1,14,21,138,4,72321604
Almaty,Aksay-4,4,5,48,2,23171750
